Price,Adj Close,Close,High,Low,Open,Volume
2018-10-08,53.246665954589844,55.942501068115234,56.20000076293945,55.04999923706055,55.5525016784668,118655600
2018-10-09,53.984317779541016,56.717498779296875,56.817501068115234,55.5625,55.90999984741211,107564000
2018-10-10,51.48343276977539,54.09000015258789,56.587501525878906,54.01250076293945,56.3650016784668,167962400
2018-10-11,51.02894592285156,53.61249923706055,54.875,53.08000183105469,53.630001068115234,212497600
2018-10-12,52.85166549682617,55.52750015258789,55.720001220703125,54.209999084472656,55.10499954223633,161351600
2018-10-15,51.72138977050781,54.34000015258789,55.45750045776367,54.317501068115234,55.290000915527344,123164000
2018-10-16,52.861175537109375,55.537498474121094,55.747501373291016,54.189998626708984,54.73249816894531,116736000
2018-10-17,52.632747650146484,55.29750061035156,55.65999984741211,54.834999084472656,55.57500076293945,91541600
2018-10-18,51.40253448486328,54.005001068115234,54.935001373291016,53.25,54.46500015258789,130325200
2018-10-19,52.185401916503906,54.82749938964844,55.314998626708984,54.35749816894531,54.51499938964844,132314800
2018-10-22,52.50424575805664,55.162498474121094,55.84000015258789,54.73500061035156,54.9474983215332,115168400
2018-10-23,52.99919509887695,55.682498931884766,55.8125,53.67499923706055,53.95750045776367,155071200
2018-10-24,51.18124008178711,53.772499084472656,56.057498931884766,53.6349983215332,55.650001525878906,163702000
2018-10-25,52.3019905090332,54.95000076293945,55.345001220703125,54.1875,54.4275016784668,119423200
2018-10-26,51.469154357910156,54.07500076293945,55.04750061035156,53.16749954223633,53.974998474121094,189033600
2018-10-29,50.503082275390625,53.060001373291016,54.92250061035156,51.522499084472656,54.79750061035156,183742000
2018-10-30,50.755306243896484,53.32500076293945,53.79499816894531,52.317501068115234,52.787498474121094,146640000
2018-10-31,52.07832336425781,54.71500015258789,55.11249923706055,54.154998779296875,54.220001220703125,153435600
2018-11-01,52.87783432006836,55.55500030517578,55.59000015258789,54.20249938964844,54.76250076293945,233292800
2018-11-02,49.370418548583984,51.869998931884766,53.412498474121094,51.35749816894531,52.38750076293945,365314800
2018-11-05,47.96888732910156,50.397499084472656,51.09749984741211,49.54249954223633,51.07500076293945,264654800
2018-11-06,48.48761749267578,50.942501068115234,51.18000030517578,50.42250061035156,50.47999954223633,127531600
2018-11-07,49.95816421508789,52.48749923706055,52.51499938964844,51.032501220703125,51.49250030517578,133697600
2018-11-08,49.783843994140625,52.122501373291016,52.529998779296875,51.6875,52.494998931884766,101450400
2018-11-09,48.82394027709961,51.11750030517578,51.502498626708984,50.5625,51.38750076293945,137463200
2018-11-12,46.364479064941406,48.54249954223633,49.962501525878906,48.4474983215332,49.75,204542000
2018-11-13,45.90123748779297,48.057498931884766,49.29499816894531,47.86249923706055,47.907501220703125,187531600
2018-11-14,44.60466003417969,46.70000076293945,48.619998931884766,46.48249816894531,48.474998474121094,243204000
2018-11-15,45.70542526245117,47.852500915527344,47.99250030517578,46.724998474121094,47.09749984741211,185915200
2018-11-16,46.21165466308594,48.38249969482422,48.74250030517578,47.3650016784668,47.625,147713200
2018-11-19,44.38018798828125,46.46500015258789,47.67499923706055,46.247501373291016,47.5,167701200
2018-11-20,42.25979995727539,44.244998931884766,45.36750030517578,43.877498626708984,44.592498779296875,271300800
2018-11-21,42.21204376220703,44.19499969482422,45.067501068115234,44.13750076293945,44.932498931884766,124496800
2018-11-23,41.139892578125,43.0724983215332,44.150001525878906,43.025001525878906,43.73500061035156,94496000
2018-11-26,41.69627380371094,43.654998779296875,43.73749923706055,42.564998626708984,43.560001373291016,179994000
2018-11-27,41.60552978515625,43.560001373291016,43.692501068115234,42.720001220703125,42.877498626708984,165549600
2018-11-28,43.205379486083984,45.23500061035156,45.3224983215332,43.73249816894531,44.182498931884766,184250000
2018-11-29,42.873477935791016,44.88750076293945,45.70000076293945,44.42499923706055,45.665000915527344,167080000
2018-11-30,42.64185333251953,44.64500045776367,45.08250045776367,44.25749969482422,45.0724983215332,158126000
2018-12-03,44.131858825683594,46.20500183105469,46.23500061035156,45.3025016784668,46.1150016784668,163210000
2018-12-04,42.19054412841797,44.17250061035156,45.59749984741211,44.067501068115234,45.23749923706055,165377200
2018-12-06,41.72014617919922,43.68000030517578,43.69499969482422,42.60499954223633,42.939998626708984,172393600
2018-12-07,40.23253631591797,42.122501373291016,43.622501373291016,42.07500076293945,43.372501373291016,169126400
2018-12-10,40.49757766723633,42.400001525878906,42.522499084472656,40.83250045776367,41.25,248104000
2018-12-11,40.26596450805664,42.157501220703125,42.9474983215332,41.75,42.915000915527344,189126800
2018-12-12,40.37819290161133,42.275001525878906,42.97999954223633,42.255001068115234,42.599998474121094,142510800
2018-12-13,40.8199462890625,42.73749923706055,43.14250183105469,42.38750076293945,42.622501373291016,127594400
2018-12-14,39.513797760009766,41.369998931884766,42.27000045776367,41.31999969482422,42.25,162814800
2018-12-17,39.146080017089844,40.98500061035156,42.087501525878906,40.682498931884766,41.36249923706055,177151600
2018-12-18,39.654693603515625,41.51750183105469,41.88249969482422,41.09749984741211,41.345001220703125,135366000
2018-12-19,38.417781829833984,40.22249984741211,41.86249923706055,39.772499084472656,41.5,196189200
2018-12-20,37.44832992553711,39.20750045776367,40.52750015258789,38.82500076293945,40.099998474121094,259092000
2018-12-21,35.99175262451172,37.682498931884766,39.540000915527344,37.407501220703125,39.21500015258789,382978400
2018-12-24,35.06049346923828,36.70750045776367,37.88750076293945,36.647499084472656,37.037498474121094,148676800
2018-12-26,37.529502868652344,39.29249954223633,39.307498931884766,36.68000030517578,37.07500076293945,234330000
2018-12-27,37.28594970703125,39.037498474121094,39.192501068115234,37.51750183105469,38.959999084472656,212468400
2018-12-28,37.305049896240234,39.057498931884766,39.630001068115234,38.63750076293945,39.375,169165600
2018-12-31,37.66561508178711,39.435001373291016,39.84000015258789,39.119998931884766,39.63249969482422,140014000
2019-01-02,37.70860290527344,39.47999954223633,39.712501525878906,38.557498931884766,38.72249984741211,148158800
2019-01-03,33.95254135131836,35.54750061035156,36.43000030517578,35.5,35.994998931884766,365248800
2019-01-04,35.40195083618164,37.064998626708984,37.13750076293945,35.95000076293945,36.13249969482422,234428400
2019-01-07,35.32314682006836,36.98249816894531,37.20750045776367,36.474998474121094,37.17499923706055,219111200
2019-01-08,35.996524810791016,37.6875,37.95500183105469,37.130001068115234,37.38999938964844,164101200
2019-01-09,36.607810974121094,38.32749938964844,38.63249969482422,37.407501220703125,37.8224983215332,180396400
2019-01-10,36.72480773925781,38.45000076293945,38.49250030517578,37.71500015258789,38.125,143122800
2019-01-11,36.3642463684082,38.0724983215332,38.42499923706055,37.877498626708984,38.220001220703125,108092800
2019-01-14,35.81742858886719,37.5,37.817501068115234,37.30500030517578,37.712501525878906,129756800
2019-01-15,36.55050277709961,38.26750183105469,38.34749984741211,37.51250076293945,37.567501068115234,114843600
2019-01-16,36.99702453613281,38.73500061035156,38.970001220703125,38.25,38.27000045776367,122278800
2019-01-17,37.216705322265625,38.96500015258789,39.415000915527344,38.314998626708984,38.54999923706055,119284800
2019-01-18,37.44594192504883,39.20500183105469,39.470001220703125,38.994998931884766,39.375,135004000
2019-01-22,36.605430603027344,38.32500076293945,39.182498931884766,38.154998779296875,39.102500915527344,121576000
2019-01-23,36.75345993041992,38.47999954223633,38.78499984741211,37.92499923706055,38.537498474121094,92522400
2019-01-24,36.462154388427734,38.17499923706055,38.619998931884766,37.935001373291016,38.52750015258789,101766000
2019-01-25,37.67039108276367,39.439998626708984,39.532501220703125,38.58000183105469,38.869998931884766,134142000
2019-01-28,37.321773529052734,39.07500076293945,39.08250045776367,38.415000915527344,38.9474983215332,104768400
2019-01-29,36.93494415283203,38.66999816894531,39.532501220703125,38.52750015258789,39.0625,166348800
2019-01-30,39.4588737487793,41.3125,41.537498474121094,40.057498931884766,40.8125,244439200
2019-01-31,39.7430305480957,41.61000061035156,42.25,41.13999938964844,41.52750015258789,162958400
2019-02-01,39.76213073730469,41.630001068115234,42.244998931884766,41.48249816894531,41.7400016784668,130672400
2019-02-04,40.89157485961914,42.8125,42.915000915527344,41.81999969482422,41.852500915527344,125982000
2019-02-05,41.591209411621094,43.54499816894531,43.77000045776367,43.087501525878906,43.21500015258789,144406400
2019-02-06,41.60552978515625,43.560001373291016,43.89250183105469,43.212501525878906,43.662498474121094,112958400
2019-02-07,40.81756591796875,42.73500061035156,43.48500061035156,42.584999084472656,43.099998474121094,126966800
2019-02-08,40.86551284790039,42.602500915527344,42.665000915527344,42.10499954223633,42.247501373291016,95280000
2019-02-11,40.6305046081543,42.35749816894531,42.8025016784668,42.3125,42.76250076293945,83973600
2019-02-12,40.98061752319336,42.72249984741211,42.75,42.42499923706055,42.525001525878906,89134000
2019-02-13,40.81035232543945,42.54499816894531,43.119998931884766,42.47999954223633,42.84749984741211,89960800
2019-02-14,40.95903778076172,42.70000076293945,42.814998626708984,42.345001220703125,42.4275016784668,87342800
2019-02-15,40.867897033691406,42.60499954223633,42.92499923706055,42.4375,42.8125,98507200
2019-02-19,40.990211486816406,42.73249816894531,42.86000061035156,42.372501373291016,42.4275016784668,75891200
2019-02-20,41.25399398803711,43.00749969482422,43.33000183105469,42.747501373291016,42.79750061035156,104457600
2019-02-21,41.021392822265625,42.76499938964844,43.092498779296875,42.57500076293945,42.95000076293945,68998800
2019-02-22,41.47941970825195,43.24250030517578,43.25,42.845001220703125,42.89500045776367,75652800
2019-02-25,41.78157424926758,43.557498931884766,43.967498779296875,43.48749923706055,43.540000915527344,87493600
2019-02-26,41.80555725097656,43.58250045776367,43.82500076293945,43.29249954223633,43.4275016784668,68280800
2019-02-27,41.9350471496582,43.717498779296875,43.75,43.182498931884766,43.3025016784668,111341600
2019-02-28,41.522579193115234,43.287498474121094,43.727500915527344,43.22999954223633,43.58000183105469,112861600
2019-03-01,41.959022521972656,43.74250030517578,43.787498474121094,43.22249984741211,43.56999969482422,103544800
2019-03-04,42.17005920410156,43.962501525878906,44.4375,43.49250030517578,43.92250061035156,109744800
2019-03-05,42.093326568603516,43.88249969482422,44.0,43.6349983215332,43.98500061035156,78949600
2019-03-06,41.85112380981445,43.630001068115234,43.872501373291016,43.48500061035156,43.66749954223633,83241600
2019-03-07,41.3667106628418,43.125,43.61000061035156,43.005001068115234,43.467498779296875,99185600
2019-03-08,41.46502685546875,43.227500915527344,43.26750183105469,42.375,42.58000183105469,95997600
2019-03-11,42.901466369628906,44.724998474121094,44.779998779296875,43.837501525878906,43.872501373291016,128044000
2019-03-12,43.38349151611328,45.227500915527344,45.66749954223633,44.842498779296875,45.0,129870400
2019-03-13,43.57533645629883,45.4275016784668,45.82500076293945,45.22999954223633,45.5625,124130000
2019-03-14,44.05974578857422,45.932498931884766,46.025001525878906,45.63999938964844,45.974998474121094,94318000
2019-03-15,44.63288879394531,46.529998779296875,46.83250045776367,45.935001373291016,46.212501525878906,156171600
2019-03-18,45.088523864746094,47.005001068115234,47.09749984741211,46.4474983215332,46.45000076293945,104879200
2019-03-19,44.731201171875,46.63249969482422,47.247501373291016,46.47999954223633,47.087501525878906,126585600
2019-03-20,45.1220817565918,47.040000915527344,47.372501373291016,46.182498931884766,46.557498931884766,124140800
2019-03-21,46.78395080566406,48.772499084472656,49.08250045776367,47.45249938964844,47.505001068115234,204136800
2019-03-22,45.81513214111328,47.76250076293945,49.42250061035156,47.69499969482422,48.834999084472656,169630800
2019-03-25,45.26117706298828,47.185001373291016,47.994998931884766,46.650001525878906,47.877498626708984,175381200
2019-03-26,44.793548583984375,46.6974983215332,48.220001220703125,46.14500045776367,47.915000915527344,199202000
2019-03-27,45.1964225769043,47.11750030517578,47.439998626708984,46.63750076293945,47.1875,119393600
2019-03-28,45.256378173828125,47.18000030517578,47.38999938964844,46.88249969482422,47.23749923706055,83121600
2019-03-29,45.55134201049805,47.48749923706055,47.52000045776367,47.1349983215332,47.45750045776367,94256000
2019-04-01,45.86069107055664,47.810001373291016,47.91999816894531,47.095001220703125,47.90999984741211,111448000
2019-04-02,46.52735900878906,48.505001068115234,48.6150016784668,47.76250076293945,47.772499084472656,91062800
2019-04-03,46.8463020324707,48.837501525878906,49.125,48.287498474121094,48.3125,93087200
2019-04-04,46.92783737182617,48.92250061035156,49.092498779296875,48.28499984741211,48.6974983215332,76457200
2019-04-05,47.24198913574219,49.25,49.275001525878906,48.98249816894531,49.11249923706055,74106400
2019-04-08,47.98538589477539,50.025001525878906,50.057498931884766,49.084999084472656,49.10499954223633,103526800
2019-04-09,47.841495513916016,49.875,50.712501525878906,49.807498931884766,50.08000183105469,143072800
2019-04-10,48.110076904296875,50.154998779296875,50.185001373291016,49.54499816894531,49.66999816894531,86781200
2019-04-11,47.70960235595703,49.73749923706055,50.25,49.61000061035156,50.212501525878906,83603200
2019-04-12,47.69041442871094,49.717498779296875,50.03499984741211,49.0525016784668,49.79999923706055,111042800
2019-04-15,47.77675247192383,49.807498931884766,49.962501525878906,49.502498626708984,49.64500045776367,70146400
2019-04-16,47.78154754638672,49.8125,50.342498779296875,49.63999938964844,49.8650016784668,102785600
2019-04-17,48.71200180053711,50.782501220703125,50.845001220703125,49.65250015258789,49.8849983215332,115627200
2019-04-18,48.88705825805664,50.96500015258789,51.037498474121094,50.630001068115234,50.779998779296875,96783200
2019-04-22,49.04772186279297,51.13249969482422,51.23500061035156,50.584999084472656,50.70750045776367,77758000
2019-04-23,49.75515365600586,51.869998931884766,51.9375,50.974998474121094,51.10749816894531,93292000
2019-04-24,49.67841720581055,51.790000915527344,52.119998931884766,51.76250076293945,51.84000015258789,70162400
2019-04-25,49.22758102416992,51.31999969482422,51.939998626708984,51.279998779296875,51.70750045776367,74172800
2019-04-26,48.9925651550293,51.07500076293945,51.25,50.529998779296875,51.224998474121094,74596400
2019-04-29,49.06691360473633,51.15250015258789,51.49250030517578,50.96500015258789,51.099998474121094,88818800
2019-04-30,48.122074127197266,50.16749954223633,50.849998474121094,49.77750015258789,50.76499938964844,186139600
2019-05-01,50.48418045043945,52.630001068115234,53.82749938964844,52.307498931884766,52.470001220703125,259309200
2019-05-02,50.15563201904297,52.287498474121094,53.162498474121094,52.032501220703125,52.459999084472656,127985200
2019-05-03,50.77914047241211,52.9375,52.959999084472656,52.557498931884766,52.72249984741211,83569600
2019-05-06,49.99496078491211,52.119998931884766,52.209999084472656,50.875,51.0724983215332,129772400
2019-05-07,48.647247314453125,50.71500015258789,51.85499954223633,50.20750045776367,51.470001220703125,155054800
2019-05-08,48.656837463378906,50.724998474121094,51.334999084472656,50.4375,50.474998474121094,105358000
2019-05-09,48.13405990600586,50.18000030517578,50.41999816894531,49.165000915527344,50.099998474121094,139634400
2019-05-10,47.467227935791016,49.29499816894531,49.712501525878906,48.192501068115234,49.35499954223633,164834800
2019-05-13,44.708465576171875,46.43000030517578,47.369998931884766,45.712501525878906,46.9275016784668,229722400
2019-05-14,45.416221618652344,47.165000915527344,47.42499923706055,46.352500915527344,46.602500915527344,146118800
2019-05-15,45.960269927978516,47.72999954223633,47.9375,46.505001068115234,46.567501068115234,106178800
2019-05-16,45.75804138183594,47.52000045776367,48.11750030517578,47.209999084472656,47.477500915527344,132125600
2019-05-17,45.49806213378906,47.25,47.724998474121094,46.689998626708984,46.73249816894531,131516400
2019-05-20,44.075347900390625,45.772499084472656,46.087501525878906,45.06999969482422,45.880001068115234,154449200
2019-05-21,44.92031478881836,46.650001525878906,47.0,46.17499923706055,46.30500030517578,113459200
2019-05-22,44.00071716308594,45.69499969482422,46.4275016784668,45.63750076293945,46.165000915527344,118994400
2019-05-23,43.2496452331543,44.915000915527344,45.1349983215332,44.45249938964844,44.95000076293945,146118800
2019-05-24,43.083534240722656,44.74250030517578,45.53499984741211,44.654998779296875,45.04999923706055,94858800
2019-05-28,42.90538787841797,44.557498931884766,45.147499084472656,44.477500915527344,44.72999954223633,111792800
2019-05-29,42.70077133178711,44.345001220703125,44.837501525878906,44.0,44.10499954223633,113924800
2019-05-30,42.92224884033203,44.57500076293945,44.807498931884766,44.16749954223633,44.48749923706055,84873600
2019-05-31,42.144691467285156,43.76750183105469,44.497501373291016,43.747501373291016,44.057498931884766,108174400
2019-06-03,41.718605041503906,43.32500076293945,44.47999954223633,42.567501068115234,43.900001525878906,161584400
2019-06-04,43.24483871459961,44.90999984741211,44.95750045776367,43.630001068115234,43.86000061035156,123872000
2019-06-05,43.94294357299805,45.6349983215332,46.247501373291016,45.28499984741211,46.06999969482422,119093600
2019-06-06,44.58810043334961,46.30500030517578,46.36750030517578,45.537498474121094,45.77000045776367,90105200
2019-06-07,45.77490997314453,47.537498474121094,47.97999954223633,46.442501068115234,46.627498626708984,122737600
2019-06-10,46.35987091064453,48.14500045776367,48.842498779296875,47.904998779296875,47.95249938964844,104883600
2019-06-11,46.89670944213867,48.70249938964844,49.0,48.400001525878906,48.71500015258789,107731600
2019-06-12,46.74745559692383,48.54750061035156,48.99250030517578,48.34749984741211,48.48749923706055,73012800
2019-06-13,46.73781967163086,48.537498474121094,49.1974983215332,48.400001525878906,48.67499923706055,86698400
2019-06-14,46.398399353027344,48.185001373291016,48.397499084472656,47.57500076293945,47.88750076293945,75046000
2019-06-17,46.67524337768555,48.47249984741211,48.7400016784668,48.04249954223633,48.224998474121094,58676400
2019-06-18,47.77296829223633,49.61249923706055,50.0724983215332,48.8025016784668,49.01250076293945,106204000
2019-06-19,47.633338928222656,49.467498779296875,49.970001220703125,49.32749938964844,49.91999816894531,84496800
2019-06-20,48.01610565185547,49.8650016784668,50.15250015258789,49.50749969482422,50.092498779296875,86056000
2019-06-21,47.852413177490234,49.69499969482422,50.212501525878906,49.537498474121094,49.70000076293945,191202400
2019-06-24,47.80426788330078,49.64500045776367,50.040000915527344,49.54249954223633,49.6349983215332,72881600
2019-06-25,47.07966613769531,48.89250183105469,49.814998626708984,48.8224983215332,49.60749816894531,84281200
2019-06-26,48.09796142578125,49.95000076293945,50.247501373291016,49.337501525878906,49.442501068115234,104270000
2019-06-27,48.08351516723633,49.935001373291016,50.39250183105469,49.89250183105469,50.0724983215332,83598800
2019-06-28,47.645381927490234,49.47999954223633,49.875,49.26250076293945,49.66999816894531,124442400
2019-07-01,48.51923370361328,50.38750076293945,51.122501373291016,50.162498474121094,50.79249954223633,109012000
2019-07-02,48.803287506103516,50.682498931884766,50.782501220703125,50.34000015258789,50.352500915527344,67740800
2019-07-03,49.207733154296875,51.102500915527344,51.11000061035156,50.67250061035156,50.81999969482422,45448000
2019-07-05,49.16437911987305,51.057498931884766,51.27000045776367,50.724998474121094,50.837501525878906,69062000
2019-07-08,48.15090560913086,50.005001068115234,50.349998474121094,49.602500915527344,50.20249938964844,101354400
2019-07-09,48.44461441040039,50.310001373291016,50.377498626708984,49.70249938964844,49.79999923706055,82312000
2019-07-10,48.92365646362305,50.807498931884766,50.932498931884766,50.38999938964844,50.462501525878906,71588400
2019-07-11,48.5673828125,50.4375,51.09749984741211,50.4275016784668,50.82749938964844,80767200
2019-07-12,48.94050979614258,50.82500076293945,51.0,50.54999923706055,50.61249923706055,70380800
2019-07-15,49.40030288696289,51.3025016784668,51.467498779296875,51.0,51.022499084472656,67789600
2019-07-16,49.2293815612793,51.125,51.52750015258789,50.875,51.147499084472656,67467200
2019-07-17,48.95254898071289,50.837501525878906,51.272499084472656,50.817501068115234,51.01250076293945,56430000
2019-07-18,49.508628845214844,51.415000915527344,51.470001220703125,50.92499923706055,51.0,74162400
2019-07-19,48.76959228515625,50.647499084472656,51.625,50.59000015258789,51.4474983215332,83717200
2019-07-22,49.88417434692383,51.80500030517578,51.807498931884766,50.90250015258789,50.912498474121094,89111600
2019-07-23,50.2741584777832,52.209999084472656,52.227500915527344,51.8224983215332,52.1150016784668,73420800
2019-07-24,50.23322677612305,52.16749954223633,52.287498474121094,51.79249954223633,51.91749954223633,59966400
2019-07-25,49.83603286743164,51.755001068115234,52.310001373291016,51.682498931884766,52.22249984741211,55638400
2019-07-26,50.00935745239258,51.935001373291016,52.432498931884766,51.78499984741211,51.869998931884766,70475600
2019-07-29,50.47637176513672,52.41999816894531,52.65999984741211,52.11000061035156,52.1150016784668,86693600
2019-07-30,50.25971221923828,52.19499969482422,52.540000915527344,51.82749938964844,52.189998626708984,135742800
2019-07-31,51.28522491455078,53.2599983215332,55.342498779296875,52.82500076293945,54.10499954223633,277125600
2019-08-01,50.175453186035156,52.10749816894531,54.50749969482422,51.685001373291016,53.474998474121094,216071600
2019-08-02,49.11383819580078,51.005001068115234,51.60749816894531,50.407501220703125,51.38249969482422,163448400
2019-08-05,46.54282760620117,48.334999084472656,49.662498474121094,48.14500045776367,49.497501373291016,209572000
2019-08-06,47.42390823364258,49.25,49.51750183105469,48.5099983215332,49.07749938964844,143299200
2019-08-07,47.91498947143555,49.7599983215332,49.88999938964844,48.45500183105469,48.852500915527344,133457600
2019-08-08,48.971805572509766,50.85749816894531,50.88249969482422,49.84749984741211,50.04999923706055,108038000
2019-08-09,48.568260192871094,50.247501373291016,50.689998626708984,49.8224983215332,50.32500076293945,98478800
2019-08-12,48.44502258300781,50.119998931884766,50.51250076293945,49.787498474121094,49.904998779296875,89927600
2019-08-13,50.49658966064453,52.24250030517578,53.03499984741211,50.119998931884766,50.255001068115234,188874000
2019-08-14,48.99355697631836,50.6875,51.61000061035156,50.647499084472656,50.790000915527344,146189600
2019-08-15,48.74949645996094,50.435001373291016,51.28499984741211,49.91749954223633,50.8650016784668,108909600
2019-08-16,49.899723052978516,51.625,51.790000915527344,50.959999084472656,51.06999969482422,110481600
2019-08-19,50.830055236816406,52.587501525878906,53.182498931884766,52.50749969482422,52.654998779296875,97654400
2019-08-20,50.83247756958008,52.59000015258789,53.337501525878906,52.58000183105469,52.720001220703125,107537200
2019-08-21,51.3834228515625,53.15999984741211,53.412498474121094,52.900001525878906,53.247501373291016,86141600
2019-08-22,51.339935302734375,53.1150016784668,53.61000061035156,52.6875,53.29750061035156,89014800
2019-08-23,48.96696853637695,50.65999984741211,53.01250076293945,50.25,52.35749816894531,187272000
2019-08-26,49.897308349609375,51.622501373291016,51.79750061035156,51.26499938964844,51.46500015258789,104174400
2019-08-27,49.33427810668945,51.040000915527344,52.13750076293945,50.88249969482422,51.96500015258789,103493200
2019-08-28,49.66532516479492,51.38249969482422,51.43000030517578,50.83000183105469,51.025001525878906,63755200
2019-08-29,50.50624465942383,52.252498626708984,52.33000183105469,51.665000915527344,52.125,83962000
2019-08-30,50.441009521484375,52.185001373291016,52.61249923706055,51.79999923706055,52.540000915527344,84573600
2019-09-03,49.70641326904297,51.42499923706055,51.744998931884766,51.05500030517578,51.60749816894531,80092000
2019-09-04,50.549747467041016,52.29750061035156,52.369998931884766,51.83000183105469,52.09749984741211,76752400
2019-09-05,51.538082122802734,53.31999969482422,53.49250030517578,52.877498626708984,53.0,95654800
2019-09-06,51.533233642578125,53.314998626708984,53.60499954223633,53.127498626708984,53.51250076293945,77449200
2019-09-09,51.75313949584961,53.54249954223633,54.11000061035156,52.76750183105469,53.709999084472656,109237600
2019-09-10,52.3645133972168,54.17499923706055,54.19499969482422,52.9275016784668,53.46500015258789,127111600
2019-09-11,54.0294303894043,55.897499084472656,55.9275016784668,54.432498931884766,54.51750183105469,177158400
2019-09-12,53.908607482910156,55.772499084472656,56.60499954223633,55.71500015258789,56.20000076293945,128906800
2019-09-13,52.85987091064453,54.6875,55.1974983215332,54.255001068115234,55.0,159053200
2019-09-16,53.13777542114258,54.974998474121094,55.032501220703125,54.38999938964844,54.432498931884766,84632400
2019-09-17,53.33108139038086,55.17499923706055,55.20500183105469,54.779998779296875,54.9900016784668,73274800
2019-09-18,53.831298828125,55.692501068115234,55.712501525878906,54.86000061035156,55.26499938964844,101360000
2019-09-19,53.3939094543457,55.2400016784668,55.939998626708984,55.092498779296875,55.502498626708984,88242400
2019-09-20,52.61339569091797,54.432498931884766,55.63999938964844,54.36750030517578,55.345001220703125,221652400
2019-09-23,52.852622985839844,54.68000030517578,54.959999084472656,54.412498474121094,54.73749923706055,76662000
2019-09-24,52.601318359375,54.41999816894531,55.622501373291016,54.29750061035156,55.25749969482422,124763200
2019-09-25,53.41083908081055,55.25749969482422,55.375,54.28499984741211,54.63750076293945,87613600
2019-09-26,53.13534927368164,54.97249984741211,55.23500061035156,54.70750045776367,55.0,75334000
2019-09-27,52.87678909301758,54.70500183105469,55.2400016784668,54.31999969482422,55.1349983215332,101408000
2019-09-30,54.12126159667969,55.99250030517578,56.14500045776367,55.1974983215332,55.224998474121094,103909600
2019-10-01,54.271080017089844,56.147499084472656,57.05500030517578,56.04999923706055,56.26750183105469,139223200
2019-10-02,52.9106330871582,54.7400016784668,55.89500045776367,54.48249816894531,55.76499938964844,138449200
2019-10-03,53.36008071899414,55.20500183105469,55.2400016784668,53.782501220703125,54.60749816894531,114426000
2019-10-04,54.855873107910156,56.752498626708984,56.872501373291016,55.97249984741211,56.40999984741211,138478800
2019-10-07,54.86794662475586,56.76499938964844,57.48249816894531,56.459999084472656,56.567501068115234,122306000
2019-10-08,54.22516632080078,56.099998474121094,57.01499938964844,56.08250045776367,56.45500183105469,111820000
2019-10-09,54.86070251464844,56.75749969482422,56.9474983215332,56.40999984741211,56.75749969482422,74770400
2019-10-10,55.60013198852539,57.522499084472656,57.61000061035156,56.82500076293945,56.98249816894531,113013600
2019-10-11,57.07900619506836,59.0525016784668,59.40999984741211,58.07749938964844,58.23749923706055,166795600
2019-10-14,56.99683380126953,58.967498779296875,59.532501220703125,58.66749954223633,58.724998474121094,96427600
2019-10-15,56.86393356323242,58.83000183105469,59.412498474121094,58.720001220703125,59.09749984741211,87360000
2019-10-16,56.63438034057617,58.592498779296875,58.810001373291016,58.29999923706055,58.342498779296875,73903200
2019-10-17,56.85426330566406,58.81999969482422,59.037498474121094,58.380001068115234,58.772499084472656,67585200
2019-10-18,57.12733459472656,59.102500915527344,59.39500045776367,58.5724983215332,58.647499084472656,97433600
2019-10-21,58.118064880371094,60.127498626708984,60.247501373291016,59.33000183105469,59.380001068115234,87247200
2019-10-22,57.98517608642578,59.9900016784668,60.54999923706055,59.904998779296875,60.290000915527344,82293600
2019-10-23,58.76326370239258,60.79499816894531,60.810001373291016,60.30500030517578,60.525001525878906,75828800
2019-10-24,58.85992431640625,60.89500045776367,61.20000076293945,60.45249938964844,61.127498626708984,69275200
2019-10-25,59.58485794067383,61.64500045776367,61.682498931884766,60.720001220703125,60.790000915527344,73477200
2019-10-28,60.181724548339844,62.26250076293945,62.3125,61.68000030517578,61.85499954223633,96572800
2019-10-29,58.78984451293945,60.8224983215332,62.4375,60.64250183105469,62.24250030517578,142839600
2019-10-30,58.78258514404297,60.814998626708984,61.32500076293945,60.3025016784668,61.189998626708984,124522000
2019-10-31,60.11164474487305,62.189998626708984,62.29249954223633,59.314998626708984,61.810001373291016,139162000
2019-11-01,61.81766128540039,63.95500183105469,63.98249816894531,62.290000915527344,62.3849983215332,151125200
2019-11-04,62.2236213684082,64.375,64.4625015258789,63.845001220703125,64.3324966430664,103272000
2019-11-05,62.134212493896484,64.28250122070312,64.54750061035156,64.08000183105469,64.26249694824219,79897600
2019-11-06,62.160797119140625,64.30999755859375,64.37249755859375,63.842498779296875,64.19249725341797,75864400
2019-11-07,62.87820816040039,64.85749816894531,65.0875015258789,64.52749633789062,64.68499755859375,94940400
2019-11-08,63.05030059814453,65.03500366210938,65.11000061035156,64.2125015258789,64.67250061035156,69986400
2019-11-11,63.54959487915039,65.55000305175781,65.61750030517578,64.56999969482422,64.57499694824219,81821200
2019-11-12,63.49141311645508,65.48999786376953,65.69750213623047,65.2300033569336,65.38749694824219,87388800
2019-11-13,64.09976959228516,66.11750030517578,66.19499969482422,65.26750183105469,65.28250122070312,102734400
2019-11-14,63.65622329711914,65.66000366210938,66.22000122070312,65.5250015258789,65.9375,89182800
